ID,SrNo,Timestamp,X_Acc,Y_Acc,Z_Acc,X_Gyro,Y_Gyro,Z_Gyro
Ayan,1,1771488223125,-2.60895,4.78605,10.63905,-3.09612,9.17807,9.635
Ayan,2,1771488223142,-2.24595,4.51095,9.87795,10.32828,7.83878,6.70432
Ayan,3,1771488223159,-2.24595,4.51095,9.87795,15.82724,1.12658,-0.2521
Ayan,4,1771488223175,-2.34105,4.78095,8.286,13.14079,0.26786,-1.41807
Ayan,5,1771488223192,-2.40795,4.91805,7.21095,2.57616,2.52889,1.08719
Ayan,6,1771488223207,-2.45895,4.92795,7.287,-4.19906,0.63813,2.3083
Ayan,7,1771488223224,-2.26905,4.67895,8.343,-3.46639,4.78993,3.2852
Ayan,8,1771488223243,-2.03205,4.78905,8.892,2.15074,5.76682,-1.22899
Ayan,9,1771488223257,-2.03205,4.78905,8.892,6.23951,5.70379,-3.6082
Ayan,10,1771488223279,-2.44395,4.959,8.84595,7.76788,5.5226,-1.71744
Ayan,11,1771488223290,-2.59005,4.884,8.62095,8.0121,6.19224,-0.37815
Ayan,12,1771488223306,-2.54205,4.734,8.35305,8.68174,7.04308,0.72479
Ayan,13,1771488223323,-2.53995,4.63995,7.90005,10.69855,6.55464,1.39444
Ayan,14,1771488223339,-2.53995,4.63995,7.90005,10.27313,4.5457,2.73372
Ayan,15,1771488223355,-2.47095,4.686,7.43805,7.15338,1.9144,3.46639
Ayan,16,1771488223373,-2.35095,4.899,7.29,1.84349,-0.89023,3.71062
Ayan,17,1771488223393,-2.253,5.10195,7.78305,-3.89182,-2.17437,4.68751
Ayan,18,1771488223409,-2.01795,5.08305,8.334,-4.19906,-1.6229,3.95484
Ayan,19,1771488223427,-1.97295,5.03805,8.547,-0.96114,0.39391,2.85978
Ayan,20,1771488223442,-1.97295,5.03805,8.547,2.82038,1.12658,2.79675
Ayan,21,1771488223452,-2.19795,4.923,8.47695,4.41178,1.00053,3.41125
Ayan,22,1771488223470,-2.41305,4.93005,8.22405,4.0415,0.02363,6.4601
Ayan,23,1771488223485,-2.39895,4.959,8.17095,0.99265,-1.68593,8.65811
Ayan,24,1771488223501,-2.39895,4.959,8.17095,-1.81198,-2.66282,10.73007
Ayan,25,1771488223519,-2.41305,5.064,8.50395,-2.0562,-3.39549,13.47955
Ayan,26,1771488223535,-2.34405,5.028,8.76705,-0.04727,-2.71797,14.94489
Ayan,27,1771488223552,-2.18595,5.06595,8.88405,3.19066,-2.66282,15.30728
Ayan,28,1771488223568,-1.992,5.14995,8.66205,5.69592,-2.71797,14.51947
Ayan,29,1771488223584,-1.992,5.14995,8.66205,6.42859,-2.96219,13.29835
Ayan,30,1771488223600,-1.89105,5.31795,8.39805,4.656,-3.15127,11.88816
Ayan,31,1771488223617,-1.74795,5.38695,8.25705,3.19066,-2.90704,10.61189
Ayan,32,1771488223633,-1.53705,5.346,8.22795,2.45799,-1.68593,7.92544
Ayan,33,1771488223650,-1.44795,5.29905,8.14005,2.15074,-0.51996,3.71062
Ayan,34,1771488223666,-1.54905,5.30295,8.02005,1.2999,-0.64601,1.39444
Ayan,35,1771488223682,-1.54905,5.30295,8.02005,-0.40966,-1.74108,-0.19695
Ayan,36,1771488223698,-1.63005,5.29395,7.99395,-2.4895,-2.04832,-1.89864
Ayan,37,1771488223714,-1.65705,5.244,8.09895,-4.44329,-1.74108,-4.0415
Ayan,38,1771488223731,-1.74,5.088,8.262,-4.62449,-0.82721,-6.35768
Ayan,39,1771488223747,-1.89405,4.956,8.35005,-3.22217,0.21271,-7.3976
Ayan,40,1771488223763,-1.89405,4.956,8.35005,-1.56776,0.57511,-7.76
Ayan,41,1771488223779,-2.061,4.84395,8.24295,-1.02416,0.08666,-7.5788
Ayan,42,1771488223796,-2.298,4.79295,8.13705,-2.97795,-1.4417,-5.99529
Ayan,43,1771488223812,-2.52795,4.94895,8.319,-5.2311,-2.17437,-3.00158
Ayan,44,1771488223828,-2.46795,5.01105,8.664,-5.65653,-1.49685,-0.31513
Ayan,45,1771488223849,-2.26905,4.93695,8.949,-1.51261,0.63813,0.84296
Ayan,46,1771488223861,-2.26905,4.93695,8.949,2.45799,1.18173,0.59874
Ayan,47,1771488223875,-2.262,4.887,8.796,10.45433,1.85925,0.90599
Ayan,48,1771488223894,-2.35995,4.899,8.145,12.52629,2.10347,3.22217
Ayan,49,1771488223909,-2.37,5.00895,7.57005,9.96588,1.48897,6.39707
Ayan,50,1771488223925,-2.37,5.00895,7.57005,4.96325,-0.33876,8.77628
Ayan,51,1771488223940,-2.22405,5.181,7.587,-0.59086,-2.66282,10.06042
Ayan,52,1771488223958,-2.037,5.38005,8.07495,-3.0331,-2.84402,10.1786
Ayan,53,1771488223973,-1.77405,5.35605,8.55195,-0.59086,-2.11135,8.96536
Ayan,54,1771488223989,-1.49595,5.181,8.496,3.92333,-0.27574,6.6413
Ayan,55,1771488224007,-1.503,5.02305,8.06295,9.10716,1.30778,4.32512
Ayan,56,1771488224020,-1.503,5.02305,8.06295,9.83983,1.48897,3.46639
Ayan,57,1771488224037,-1.71405,5.04495,7.536,6.67281,-0.22059,4.13604
Ayan,58,1771488224055,-1.932,5.256,7.34205,-0.29149,-3.08824,6.6413
Ayan,59,1771488224072,-1.779,5.48295,7.881,-10.29677,-5.10505,9.0205
Ayan,60,1771488224088,-1.455,5.538,8.796,-12.49478,-3.88394,7.50002
Ayan,61,1771488224104,-1.455,5.538,8.796,-7.91756,-1.68593,4.26209
Ayan,62,1771488224120,-1.34295,5.40195,9.31995,0.74843,0.02363,0.84296
Ayan,63,1771488224137,-1.503,5.26695,8.901,9.59561,2.22164,-1.89864
Ayan,64,1771488224153,-1.884,5.32995,7.977,7.88605,1.42595,-1.11082
Ayan,65,1771488224169,-1.989,5.469,7.596,2.03257,-0.33876,0.84296
